file_path,word,annotid,transcription
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,pizza,0x89d9eb,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,hands,0x122df4,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,beet,0xcba27a,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,beet,0xbd2233,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,beet,0x7529c8,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,beet,0x283526,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,beet,0x238ddf,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,beet,0x7bd3f9,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,beet,0xcdb58e,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,beet,0x7702c9,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,beet,0x86ecbf,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,beets,0x599cc7,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,beets,0xc58e27,###
/Volumes/pn-opus/Seedlings/Subject_Files/08/08_15/Home_Visit/Coding/Audio_Annotation/08_15_sparse_code.cha,beets,0x930007,###
